Location_ID,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Area,Distance_KM,Distance_Category
26,26.849596,75.800512,26.879596,75.830512,Urban ,4.47028648943395,Short
27,21.160522,72.771477,21.250522,72.861477,Metropolitian ,13.682044526080338,Medium
28,12.934179,77.615797,13.024179,77.705797,Metropolitian ,13.97318265391717,Medium
29,18.51421,73.838429,18.62421,73.948429,Urban ,16.85361872985407,Long
30,11.022477,76.995667,11.052477,77.025667,Metropolitian ,4.674172124263596,Short
31,21.160437,72.774209,21.210437,72.824209,Urban ,7.601616771071131,Medium
32,15.51315,73.78346,15.56315,73.83346,Urban ,7.720324413180035,Medium
33,15.561295,73.749478,15.601295,73.789478,Urban ,6.1756362610176,Medium
34,0.0,0.0,0.11,0.11,Urban ,17.29786575291325,Long
35,18.563934,73.915367,18.693935,74.045367,Metropolitian ,19.91468696554527,Long
36,18.55144,73.804855,18.62144,73.874855,Metropolitian ,10.724517748045963,Medium
37,18.593481,73.785901,18.633481,73.825901,Urban ,6.127835452843913,Medium
38,21.173343,72.792731,21.183343,72.802731,Metropolitian ,1.5203573134015245,Short
39,17.451976,78.385883,17.471976,78.405883,Urban ,3.0734537599374083,Short
40,12.972532,77.608179,12.992532,77.628179,Metropolitian ,3.10513147754577,Short
41,12.972532,77.608179,13.042532,77.678179,Metropolitian ,10.86742683448041,Medium
42,13.064181,80.236442,13.134181,80.306442,Metropolitian ,10.865464603780305,Medium
43,21.149569,72.772697,21.239569,72.862697,Metropolitian ,13.682516298591963,Medium
44,19.091458,72.827808,19.201458,72.937808,Metropolitian ,16.826241648658563,Long
45,22.539129,88.365507,22.559129,88.385507,Urban ,3.0272369309751475,Short
46,19.221315,72.862381,19.281315,72.922381,Metropolitian ,9.175193844437283,Medium
47,12.970324,77.645748,13.030324,77.705748,Metropolitian ,9.315069177421467,Medium
48,13.064181,80.236442,13.104181,80.276442,Urban ,6.209021101535329,Medium
49,21.175975,72.795503,21.185975,72.805503,Metropolitian ,1.5203447277394997,Short
50,23.369746,85.33982,23.409746,85.37982,Metropolitian ,6.037225392444489,Medium
51,12.914264,77.6784,13.024264,77.7884,Metropolitian ,17.078665498349924,Long
52,0.0,0.0,0.03,0.03,Metropolitian ,4.717601092054723,Short
53,11.003681,76.975525,11.083681,77.055525,Metropolitian ,12.464329297636855,Medium
54,21.173343,72.792731,21.233343,72.852731,Metropolitian ,9.12142598198074,Medium
55,10.96185,76.971082,11.05185,77.061082,Urban ,14.02323208308413,Medium
56,27.165108,78.015053,27.255108,78.105053,Metropolitian ,13.392612276663753,Medium
57,0.0,0.0,0.08,0.08,Semi-Urban ,12.58026782240096,Medium
58,26.88842,75.800689,26.89842,75.810689,Other,1.4899271643867567,Short
59,0.0,0.0,0.06,0.06,Metropolitian ,9.435201537430713,Medium
60,26.913987,75.752891,26.993987,75.832891,Urban ,11.916582838287255,Medium
61,12.3085,76.665808,12.3385,76.695808,Metropolitian ,4.663566689152346,Short
62,21.183434,72.814492,21.253434,72.884492,Metropolitian ,10.641157729337486,Medium
63,19.254567,72.848923,19.364567,72.958923,Urban ,16.818368923733058,Long
64,18.55144,73.804855,18.59144,73.844855,Metropolitian ,6.128551257918874,Medium
65,25.449659,81.839744,25.469659,81.859744,Metropolitian ,2.9962500366667464,Short
66,30.372202,78.077151,30.422202,78.127151,Metropolitian ,7.342175722857832,Medium
67,0.0,0.0,0.02,0.02,Metropolitian ,3.145067434621583,Short
68,0.0,0.0,0.04,0.04,Urban ,6.290134677634678,Medium
69,12.972793,80.249982,13.062793,80.339982,Metropolitian ,13.972123977178395,Medium
70,21.157735,72.768778,21.197735,72.808778,Urban ,6.0814407970077005,Medium
71,21.186438,72.794115,21.226438,72.834115,Metropolitian ,6.080891507841841,Medium
72,0.0,0.0,0.08,0.08,Urban ,12.58026782240096,Medium
73,17.431477,78.40035,17.491477,78.46035,Metropolitian ,9.220373067021596,Medium
74,0.0,0.0,0.05,0.05,Metropolitian ,7.8626681674103684,Medium
75,13.064181,80.236442,13.154181,80.326442,Metropolitian ,13.969606427684226,Medium
76,12.933298,77.614293,13.023298,77.704293,Metropolitian ,13.97320677313832,Medium
77,22.311358,73.164798,22.351358,73.204798,Metropolitian ,6.058853851668898,Medium
78,12.934365,77.616155,13.044365,77.726155,Metropolitian ,17.07799287216156,Long
79,0.0,0.0,0.11,0.11,Metropolitian ,17.29786575291325,Long
80,13.086438,80.220672,13.196438,80.330672,Metropolitian ,17.07287190639919,Long
81,26.913483,75.803139,26.933483,75.823139,Metropolitian ,2.9795028505763823,Short
82,17.411028,78.329645,17.471028,78.389645,Metropolitian ,9.22086597503729,Medium
83,18.516216,73.842527,18.566216,73.892527,Metropolitian ,7.66133113422064,Medium
84,15.5696,73.742294,15.6096,73.782294,Urban ,6.175516093406556,Medium
85,19.876428,75.364792,19.956428,75.444792,Urban ,12.209856560906877,Medium
86,12.939496,77.625999,12.949496,77.635999,Metropolitian ,1.5526813140975844,Short
87,17.433809,78.386744,17.543809,78.496744,Metropolitian ,16.902806732498597,Long
88,23.374878,85.335739,23.384878,85.345739,Metropolitian ,1.5093577696342253,Short
89,-27.163303,78.057044,27.233303,78.127044,Metropolitian ,6048.631240095336,Very Long
90,22.74806,75.8934,22.76806,75.9134,Urban ,3.0251186390180176,Short
91,26.891191,75.802083,26.981191,75.892083,Metropolitian ,13.407092693002163,Medium
92,21.160437,72.774209,21.270437,72.884209,Metropolitian ,16.721976048741656,Long
93,12.316967,76.603067,12.366967,76.653067,Metropolitian ,7.772343594464188,Medium
94,18.927584,72.832585,19.017584,72.922585,Metropolitian ,13.773737657079213,Medium
95,11.022298,76.998349,11.072298,77.048349,Metropolitian ,7.790158927085036,Medium
96,12.325461,76.632278,12.365461,76.672278,Metropolitian ,6.217834398579603,Medium
97,18.530963,73.828972,18.640963,73.938972,Metropolitian ,16.852834881459735,Long
98,17.458998,78.500366,17.488998,78.530366,Urban ,4.610035602261126,Short
99,19.1813,72.836191,19.3113,72.966191,Metropolitian ,19.87987067737402,Long
100,11.022477,76.995667,11.032477,77.005667,Urban ,1.5580833985943423,Short
101,22.727021,75.884167,22.747021,75.904167,Urban ,3.0253327061731827,Short
102,12.979166,77.640709,13.069166,77.730709,Metropolitian ,13.971948960174704,Medium
103,18.994237,72.825553,19.104237,72.935553,Urban ,16.830905551931515,Long
104,12.284747,76.625861,12.414747,76.755861,Metropolitian ,20.20779793335838,Long
105,21.175975,72.795503,21.195975,72.815503,Urban ,3.040641621538215,Short
106,11.000762,76.981876,11.130762,77.111876,Metropolitian ,20.253785359470154,Long
107,21.173343,72.792731,21.283343,72.902731,Metropolitian ,16.721296009802852,Long
108,26.479108,80.315042,26.499108,80.335042,Metropolitian ,2.984550789786577,Short
109,21.175104,72.804342,21.255104,72.884342,Metropolitian ,12.161450531436996,Medium
110,19.176269,72.836721,19.286269,72.946721,Metropolitian ,16.822155609316784,Long
111,12.975377,77.696664,13.025377,77.746664,Metropolitian ,7.762556904358387,Medium
112,23.359194,85.325447,23.419194,85.385447,Metropolitian ,9.055855161965688,Medium
113,12.297954,76.665169,12.307954,76.675169,Other,1.5545816630915406,Short
114,23.359407,85.325055,23.439407,85.405055,Urban ,12.074047498027545,Medium
115,23.416792,85.316842,23.506792,85.406842,Metropolitian ,13.58037387628081,Medium
116,26.892312,75.806896,26.922313,75.836896,Metropolitian ,4.469620875558469,Short
117,22.761593,75.886362,22.871593,75.996362,Metropolitian ,16.634870118211385,Long
118,11.026117,76.944652,11.066117,76.984652,Metropolitian ,6.232139486668676,Medium
119,13.064181,80.236442,13.104181,80.276442,Metropolitian ,6.209021101535329,Medium
120,26.483042,80.317833,26.533042,80.367833,Metropolitian ,7.460830127736771,Medium
121,23.359033,85.325347,23.469033,85.435347,Metropolitian ,16.60097570059501,Long
122,22.569358,88.433452,22.599358,88.463452,Metropolitian ,4.5403213728916425,Short
123,12.914264,77.6784,12.994264,77.7584,Metropolitian ,12.421212735966272,Medium
124,19.121999,72.908493,19.161999,72.948493,Metropolitian ,6.118711846690412,Medium
125,21.157729,72.768726,21.167729,72.778726,Urban ,1.5204319479995732,Short
126,22.311603,73.165012,22.371603,73.225012,Metropolitian ,9.087972744660556,Medium
127,18.536562,73.896485,18.556562,73.916485,Metropolitian ,3.064487105761538,Short
128,22.745536,75.893106,22.765536,75.913106,Metropolitian ,3.025144329113472,Short
129,12.939496,77.625999,12.989496,77.675999,Metropolitian ,7.7631027847272,Medium
130,17.426228,78.407495,17.436228,78.417495,Metropolitian ,1.5368503798527686,Short
131,12.934365,77.616155,13.024365,77.706155,Metropolitian ,13.973177561576211,Medium
132,11.003669,76.976494,11.063669,77.036494,Metropolitian ,9.34840352266177,Medium
133,22.311358,73.164798,22.381358,73.234798,Metropolitian ,10.602467987619454,Medium
134,12.986047,80.218114,13.096047,80.328114,Metropolitian ,17.076258901182708,Long
135,17.41233,78.449654,17.47233,78.509654,Metropolitian ,9.22083460710919,Medium
136,21.17106,72.789292,21.25106,72.869292,Metropolitian ,12.161605446009546,Medium
137,21.186884,72.793616,21.226884,72.833616,Urban ,6.08088296759392,Medium
138,11.026117,76.944652,11.056117,76.974652,Metropolitian ,4.674143698976654,Short
139,19.065838,72.832658,19.135838,72.902658,Metropolitian ,10.709003371535461,Medium
140,12.98041,77.640489,13.04041,77.700489,Other,9.314884732862103,Medium
141,11.022477,76.995667,11.132477,77.105667,Metropolitian ,17.137482577838096,Long
142,0.0,0.0,0.01,0.01,Metropolitian ,1.5725337292863206,Short
143,12.310972,76.659264,12.350972,76.699264,Metropolitian ,6.218002348694166,Medium
144,11.025083,77.015393,11.105083,77.095393,Metropolitian ,12.463883024166929,Medium
145,12.316967,76.603067,12.446967,76.733067,Urban ,20.2065815105083,Long
146,22.538731,88.364878,22.598731,88.424878,Metropolitian ,9.081116432460675,Medium
147,11.001753,76.986241,11.111753,77.096241,Urban ,17.138077427627362,Long
148,22.310237,73.158921,22.400237,73.248921,Metropolitian ,13.631343698143361,Medium
149,23.359033,85.325347,23.439033,85.405347,Metropolitian ,12.074063090453254,Medium
150,18.593481,73.785901,18.663481,73.855901,Metropolitian ,10.72326417216742,Medium
151,21.186438,72.794115,21.236438,72.844115,Metropolitian ,7.600994631258499,Medium
152,22.725748,75.898497,22.775748,75.948497,Metropolitian ,7.562982485199944,Medium
153,0.0,0.0,0.07,0.07,Metropolitian ,11.007734763744619,Medium
154,17.450851,78.379347,17.540851,78.469347,Metropolitian ,13.829314445199007,Medium
155,13.081878,80.248519,13.171878,80.338519,Metropolitian ,13.969116967729818,Medium
156,10.035573,76.336958,10.105573,76.406958,Urban ,10.923267458246297,Medium
157,22.308096,73.167753,22.388096,73.247753,Metropolitian ,12.117036432265767,Medium
158,12.975996,80.221898,12.985996,80.231898,Metropolitian ,1.5525704156530522,Short
159,19.178321,72.834715,19.188321,72.844715,Metropolitian ,1.5294972211336797,Short
160,0.0,0.0,0.06,0.06,Urban ,9.435201537430713,Medium
161,26.910262,75.783013,26.990262,75.863013,Metropolitian ,11.916757259074872,Medium
162,25.443994,81.860187,25.513994,81.930187,Metropolitian ,10.486117701549048,Medium
163,23.359194,85.325447,23.449194,85.415447,Metropolitian ,13.583078662316938,Medium
164,17.458998,78.500366,17.508998,78.550366,Metropolitian ,7.6831914051315415,Medium
165,18.530963,73.828972,18.590963,73.888972,Urban ,9.193093962702367,Medium
166,12.321214,76.621094,12.361214,76.661094,Metropolitian ,6.217883647558787,Medium
167,12.3085,76.665808,12.3685,76.725808,Metropolitian ,9.3268725291157,Medium
168,19.055831,72.833984,19.115831,72.893984,Metropolitian ,9.179538450825504,Medium
169,12.337928,76.617889,12.407928,76.687889,Metropolitian ,10.880651848535361,Medium
170,23.351489,85.324253,23.421489,85.394253,Metropolitian ,10.565262855251573,Medium
171,22.728163,75.884212,22.808163,75.964212,Metropolitian ,12.100062421151955,Medium
172,13.026286,80.275235,13.056286,80.305235,Metropolitian ,4.657159718108008,Short
173,26.766536,75.837333,26.786536,75.857333,Metropolitian ,2.9812178551917157,Short
174,21.149834,72.778666,21.179834,72.808666,Metropolitian ,4.561265632840908,Short
175,12.3085,76.665808,12.3985,76.755808,Semi-Urban ,13.989916877276224,Medium
176,21.149669,72.772629,21.219669,72.842629,Metropolitian ,10.64228895373847,Medium
177,17.411028,78.329645,17.451028,78.369645,Metropolitian ,6.1474046526362285,Medium
178,26.482581,80.315628,26.572581,80.405628,Metropolitian ,13.428477357470477,Medium
179,12.284747,76.625861,12.344747,76.685861,Metropolitian ,9.327285157960466,Medium
180,26.911378,75.789034,26.921378,75.799034,Metropolitian ,1.489792976782923,Short
181,13.02978,80.208812,13.10978,80.288812,Metropolitian ,12.418394742110715,Medium
182,12.323194,76.630583,12.363194,76.670583,Metropolitian ,6.21786068914486,Medium
183,18.563934,73.915367,18.653934,74.005367,Metropolitian ,13.787803344502166,Medium
184,22.569367,88.433187,22.629367,88.493187,Metropolitian ,9.080187058762698,Medium
185,12.949934,77.699386,13.009934,77.759386,Metropolitian ,9.315441635500324,Medium
186,21.175975,72.795503,21.255975,72.875503,Urban ,12.161417162420864,Medium
187,22.725835,75.887648,22.835835,75.997648,Metropolitian ,16.6368750388607,Long
188,18.536562,73.896485,18.596562,73.956485,Metropolitian ,9.192951167083816,Medium
189,23.416792,85.316842,23.436792,85.336842,Metropolitian ,3.018226484999582,Short
190,30.89286,75.822199,30.92286,75.852199,Metropolitian ,4.395420246829279,Short
191,12.310972,76.659264,12.330972,76.679264,Metropolitian ,3.109059104393339,Short
192,26.913987,75.752891,26.993987,75.832891,Metropolitian ,11.916582838287255,Medium
193,11.001753,76.986241,11.021753,77.006241,Other,3.1162485097897914,Short
194,22.310237,73.158921,22.390237,73.238921,Metropolitian ,12.116950608888649,Medium
195,12.933284,77.615428,13.003284,77.685428,Metropolitian ,10.868263117988304,Medium
196,12.297954,76.665169,12.337954,76.705169,Metropolitian ,6.218153086065569,Medium
197,12.352058,76.60665,12.362058,76.61665,Metropolitian ,1.5544249758899429,Short
198,13.086438,80.220672,13.146439,80.280672,Metropolitian ,9.313017158715258,Medium
199,17.429585,78.392621,17.469585,78.432621,Metropolitian ,6.147106622705237,Medium
200,12.978453,77.643685,13.048453,77.713685,Metropolitian ,10.867300462045637,Medium
201,13.044694,80.26147,13.084694,80.30147,Urban ,6.2092598820424385,Medium
202,12.98041,77.640489,13.11041,77.770489,Metropolitian ,20.18085916835192,Long
203,26.846156,75.8023,26.926156,75.8823,Other,11.919755989352518,Medium
204,25.449659,81.839744,25.479659,81.869744,Metropolitian ,4.494291162003691,Short
205,26.911927,75.797282,27.051927,75.937282,Metropolitian ,20.851726357533593,Long
206,10.020683,76.310631,10.030683,76.320631,Metropolitian ,1.5605734793802433,Short
207,12.935662,77.61413,12.975662,77.65413,Metropolitian ,6.210589610313767,Medium
208,15.585658,73.743606,15.625658,73.783606,Metropolitian ,6.175283575307921,Medium
209,0.0,0.0,0.13,0.13,Metropolitian ,20.44292976252901,Long
210,17.429585,78.392621,17.519585,78.482621,Metropolitian ,13.830084721845129,Medium
211,26.766536,75.837333,26.896536,75.967333,Metropolitian ,19.373745834955248,Long
212,26.846156,75.8023,26.986156,75.9423,Metropolitian ,20.857115324129346,Long
213,26.913987,75.752891,27.053987,75.892891,Metropolitian ,20.85155740266031,Long
214,22.310526,73.170937,22.420526,73.280937,Other,16.659963190056956,Long
215,12.972532,77.608179,13.022532,77.658179,Urban ,7.76260023979046,Medium
216,19.103249,72.846749,19.193249,72.936749,Metropolitian ,13.766855008587,Medium
217,17.426228,78.407495,17.506228,78.487495,Metropolitian ,12.29367767357356,Medium
218,26.471617,80.313564,26.491617,80.333564,Metropolitian ,2.984637269285578,Short
219,19.866969,75.318894,19.976969,75.428894,Metropolitian ,16.788275862514016,Long
220,18.593481,73.785901,18.603481,73.795901,Metropolitian ,1.5320227740635555,Short
221,12.906229,77.596791,12.986229,77.676791,Metropolitian ,12.421407858788074,Medium
222,26.482581,80.315628,26.552581,80.385628,Metropolitian ,10.444776155165613,Medium
223,12.933298,77.614293,13.013298,77.694293,Metropolitian ,12.42075005031394,Medium
224,22.751857,75.866699,22.881857,75.996699,Urban ,19.65937352744409,Long
225,11.010375,76.95295,11.090375,77.03295,Urban ,12.46418980459395,Medium
226,17.483216,78.552111,17.523216,78.592111,Metropolitian ,6.146243658393976,Medium
227,27.160934,78.044095,27.220934,78.104095,Metropolitian ,8.929086888936338,Medium
228,11.006686,76.951736,11.056686,77.001736,Metropolitian ,7.790362124533636,Medium
229,0.0,0.0,0.08,0.08,Metropolitian ,12.58026782240096,Medium
230,25.457687,81.835585,25.497687,81.875585,Urban ,5.992096714696384,Medium
231,19.12663,72.829976,19.13663,72.839976,Metropolitian ,1.5297232853102503,Short
232,19.875016,75.322405,19.965016,75.412405,Urban ,13.73594217639658,Medium
233,19.178321,72.834715,19.248321,72.904715,Metropolitian ,10.705559922396493,Medium
234,13.026279,80.174568,13.046279,80.194568,Metropolitian ,3.1048037532854202,Short
235,17.455894,78.375467,17.485894,78.405467,Metropolitian ,4.610073053799367,Short
236,21.149834,72.778666,21.209834,72.838666,Metropolitian ,9.122100805601539,Medium
237,11.022477,76.995667,11.092477,77.065667,Urban ,10.906036622245397,Medium
238,22.310237,73.158921,22.370237,73.218921,Urban ,9.088013799330726,Medium
239,11.010375,76.95295,11.050375,76.99295,Metropolitian ,6.232303380307374,Medium
240,22.745049,75.892471,22.835049,75.982471,Metropolitian ,13.611566722125016,Medium
241,22.74806,75.8934,22.83806,75.9834,Metropolitian ,13.611428630407518,Medium
242,19.178321,72.834715,19.268321,72.924715,Metropolitian ,13.763896210757894,Medium
243,12.979096,77.640625,13.009096,77.670625,Metropolitian ,4.657591594951663,Short
244,27.163303,78.057044,27.293303,78.187044,Metropolitian ,19.343487217443105,Long
245,26.482419,80.320939,26.502419,80.340939,Metropolitian ,2.9845125598688216,Short
246,22.310237,73.158921,22.350237,73.198921,Metropolitian ,6.058876303739538,Medium
247,22.307898,73.167788,22.367898,73.227788,Metropolitian ,9.08808409216373,Medium
248,27.160832,78.011608,27.230832,78.081608,Metropolitian ,10.417065790358764,Medium
249,10.027014,76.308053,10.137014,76.418053,Metropolitian ,17.16483390268399,Long
250,30.890184,75.829615,31.000184,75.939615,Metropolitian ,16.113872411826254,Long
251,11.003681,76.975525,11.133681,77.105525,Metropolitian ,20.253686339517657,Long
252,12.986047,80.218114,13.096047,80.328114,Urban ,17.076258901182708,Long
253,21.15276,72.778059,21.28276,72.908059,Metropolitian ,19.76218981785956,Long
254,22.753839,75.897429,22.773839,75.917429,Other,3.0250598092769923,Short
255,19.876106,75.340775,20.006106,75.470775,Metropolitian ,19.83956144193532,Long
256,13.005801,80.250744,13.115801,80.360744,Urban ,17.075594401072465,Long
257,12.933298,77.614293,12.943298,77.624293,Metropolitian ,1.5527001159062177,Short
258,30.328174,78.049117,30.398174,78.119117,Metropolitian ,10.280572823486368,Medium
259,13.058616,80.264151,13.138616,80.344151,Metropolitian ,12.41768756419937,Medium
260,26.911927,75.797282,26.971927,75.857282,Other,8.937860881830986,Medium
261,-27.165108,78.015053,27.225108,78.075053,Metropolitian ,6047.919477618645,Very Long
262,22.307898,73.167788,22.417898,73.277788,Urban ,16.660108123692734,Long
263,21.170096,72.789122,21.220096,72.839122,Urban ,7.601385733165002,Medium
264,30.905562,75.832841,30.995562,75.922841,Metropolitian ,13.183763612802506,Medium
265,26.849596,75.800512,26.989596,75.940512,Metropolitian ,20.856833724898244,Long
266,11.003681,76.975525,11.043681,77.015525,Metropolitian ,6.232373004508207,Medium
267,27.163303,78.057044,27.243303,78.137044,Metropolitian ,11.904865487130733,Medium
268,21.157729,72.768726,21.247729,72.858726,Other,13.682164847733418,Medium
269,26.902328,75.794257,26.932328,75.824257,Metropolitian ,4.469362226704669,Short
270,26.90519,75.810753,26.99519,75.900753,Urban ,13.406355455305173,Medium
271,17.428294,78.404423,17.448294,78.424423,Metropolitian ,3.0736440277233705,Short
272,12.316967,76.603067,12.446967,76.733067,Metropolitian ,20.2065815105083,Long
273,12.975377,77.696664,13.055377,77.776664,Urban ,12.419724873245672,Medium
274,13.026286,80.275235,13.046286,80.295235,Metropolitian ,3.10480371051839,Short
275,12.323978,76.627961,12.453978,76.757961,Urban ,20.206316416481208,Long
276,11.025083,77.015393,11.055083,77.045393,Urban ,4.674151774555243,Short
277,12.933284,77.615428,12.953284,77.635428,Metropolitian ,3.1053699758611257,Short
278,26.492106,80.327797,26.562106,80.397797,Metropolitian ,10.44439086222839,Medium
279,19.003517,72.82765,19.073517,72.89765,Urban ,10.710903359654141,Medium
280,10.994136,76.963303,11.024136,76.993303,Metropolitian ,4.674393132741266,Short
281,17.440827,78.393391,17.510827,78.463391,Metropolitian ,10.756697879102664,Medium
282,19.12663,72.829976,19.20663,72.909976,Metropolitian ,12.236561539555195,Medium
283,12.297954,76.665169,12.327954,76.695169,Metropolitian ,4.66365822992199,Short
284,22.308096,73.167753,22.318096,73.177753,Urban ,1.514804895193716,Short
285,12.323194,76.630583,12.343194,76.650583,Urban ,3.1089883297664818,Short
286,17.450851,78.379347,17.510851,78.439347,Metropolitian ,9.219905581617374,Medium
287,18.543626,73.905101,18.623626,73.985101,Urban ,12.256687342592544,Medium
288,0.0,0.0,0.03,0.03,Urban ,4.717601092054723,Short
289,12.304569,76.643622,12.364569,76.703622,Urban ,9.326940869812669,Medium
290,12.299524,76.64262,12.369524,76.71262,Metropolitian ,10.881431823102693,Medium
291,26.849596,75.800512,26.869596,75.820512,Metropolitian ,2.980249384918674,Short
292,19.003517,72.82765,19.013517,72.83765,Urban ,1.530259489433465,Short
293,21.160522,72.771477,21.210522,72.821477,Metropolitian ,7.601614738321658,Medium
294,22.728163,75.884212,22.858163,76.014212,Metropolitian ,19.660943947619387,Long
295,22.31279,73.170283,22.38279,73.240283,Metropolitian ,10.60241776436213,Medium
296,12.98041,77.640489,13.06041,77.720489,Urban ,12.419602041029952,Medium
297,19.131141,72.813074,19.16114,72.843074,Metropolitian ,4.588898780684235,Short
298,17.433809,78.386744,17.523809,78.476744,Metropolitian ,13.829931792650669,Medium
299,17.428294,78.404423,17.558294,78.534423,Metropolitian ,19.975808791438837,Long
300,19.879631,75.323403,19.899631,75.343403,Metropolitian ,3.052706857073804,Short
301,19.091458,72.827808,19.151458,72.887808,Urban ,9.178605957041263,Medium
302,26.849596,75.800512,26.859596,75.810512,Urban ,1.4901538808202175,Short
303,12.934179,77.615797,12.954179,77.635797,Urban ,3.1053645449071565,Short
304,18.520016,73.830547,18.570016,73.880547,Metropolitian ,7.661250453808475,Medium
305,21.170798,72.790489,21.280798,72.900489,Metropolitian ,16.721430138856057,Long
306,18.563934,73.915367,18.603935,73.955367,Metropolitian ,6.128419378458112,Medium
307,22.760072,75.892574,22.850072,75.982574,Metropolitian ,13.61087757567187,Medium
308,19.12663,72.829976,19.16663,72.869976,Other,6.118630884411828,Medium
309,22.761226,75.887522,22.821226,75.947522,Metropolitian ,9.074342229264849,Medium
310,19.178321,72.834715,19.198321,72.854715,Urban ,3.0589506421329244,Short
311,21.149834,72.778666,21.199834,72.828666,Metropolitian ,7.60187028254755,Medium
312,26.88842,75.800689,26.89842,75.810689,Metropolitian ,1.4899271643867567,Short
313,12.297954,76.665169,12.307954,76.675169,Metropolitian ,1.5545816630915406,Short
314,17.458998,78.500366,17.518998,78.560366,Urban ,9.219708856173831,Medium
315,23.354422,85.3329,23.484422,85.4629,Metropolitian ,19.618968653878404,Long
316,13.044694,80.26147,13.084694,80.30147,Metropolitian ,6.2092598820424385,Medium
317,23.416792,85.316842,23.456792,85.356842,Metropolitian ,6.036244196933848,Medium
318,18.520016,73.830547,18.630016,73.940547,Metropolitian ,16.853347148215562,Long
319,22.722634,75.886959,22.812634,75.976959,Metropolitian ,13.612594236926364,Medium
320,12.304569,76.643622,12.354569,76.693622,Metropolitian ,7.772523200443598,Medium
321,21.175104,72.804342,21.245104,72.874342,Metropolitian ,10.64143695507064,Medium
322,12.935662,77.61413,13.015662,77.69413,Metropolitian ,12.4206925399653,Medium
323,21.17106,72.789292,21.21106,72.829292,Metropolitian ,6.081185877714354,Medium
324,17.450851,78.379347,17.500851,78.429347,Urban ,7.6833552999308585,Medium
325,22.526461,88.364453,22.576461,88.414453,Metropolitian ,7.568033295671713,Medium
326,23.371292,85.327872,23.441292,85.397872,Metropolitian ,10.564540523828766,Medium
327,18.520016,73.830547,18.530016,73.840547,Metropolitian ,1.5323350156093773,Short
328,13.029198,77.570997,13.059198,77.600997,Metropolitian ,4.657133018843544,Short
329,23.416792,85.316842,23.476792,85.376842,Metropolitian ,9.054052950169236,Medium
330,18.546258,73.904337,18.656258,74.014337,Metropolitian ,16.852118690780152,Long
331,13.026286,80.275235,13.136286,80.385235,Metropolitian ,17.07490429604153,Long
332,26.921411,75.793604,26.981411,75.853604,Urban ,8.937527873529593,Medium
333,22.552672,88.352885,22.642672,88.442885,Metropolitian ,13.620357163029286,Medium
334,12.352058,76.60665,12.432058,76.68665,Metropolitian ,12.434585525065135,Medium
335,11.022298,76.998349,11.132298,77.108349,Metropolitian ,17.137487720369034,Long
336,11.008638,76.984311,11.068638,77.044311,Metropolitian ,9.348325936764757,Medium
337,21.149669,72.772629,21.199669,72.822629,Metropolitian ,7.601874226721306,Medium
338,12.972161,77.596014,13.002161,77.626014,Metropolitian ,4.657654937060371,Short
339,13.049645,80.242268,13.139645,80.332268,Metropolitian ,13.970007989573654,Medium
340,17.430448,78.418213,17.520448,78.508213,Urban ,13.830053479838757,Medium
