Delivery_Fact_ID,Agent_ID,Time_ID,Location_ID,Weather_ID,Vehicle_ID,Category_ID,Order_Time,Pickup_Time,Distance_KM,Pickup_Delay_Min,Delivery_Time,Speed_KM_H,Performance_Category,Coordinate_Flag
65,28,20,4081,2,3,4,22:35:00,22:40:00,7.601616771071131,5.0,110,4.1463364205842534,Normal,Valid
66,29,21,32,3,3,9,23:25:00,23:35:00,7.720324413180035,10.0,105,4.411613950388591,Normal,Valid
67,29,21,6779,3,3,9,23:25:00,23:35:00,7.720324413180035,10.0,105,4.411613950388591,Normal,Valid
68,30,21,33,4,5,7,13:35:00,13:40:00,6.1756362610176,5.0,125,2.9643054052884485,Slow,Valid
69,30,21,6160,4,5,7,13:35:00,13:40:00,6.1756362610176,5.0,125,2.9643054052884485,Slow,Valid
70,31,22,34,2,2,11,21:35:00,21:45:00,17.29786575291325,10.0,35,29.653484147851284,Fast,Invalid
71,31,22,79,2,2,11,21:35:00,21:45:00,17.29786575291325,10.0,35,29.653484147851284,Fast,Invalid
72,31,22,3479,2,2,11,21:35:00,21:45:00,17.29786575291325,10.0,35,29.653484147851284,Fast,Invalid
73,31,22,6240,2,2,11,21:35:00,21:45:00,17.29786575291325,10.0,35,29.653484147851284,Fast,Invalid
74,5,12,35,4,11,3,22:35:00,22:45:00,19.91468696554527,10.0,150,7.965874786218107,Slow,Valid
75,5,12,4999,4,11,3,22:35:00,22:45:00,19.91468696554527,10.0,150,7.965874786218107,Slow,Valid
76,32,22,36,1,4,9,18:55:00,19:10:00,10.724517748045963,15.0,110,5.849736953479616,Normal,Valid
77,32,22,7490,1,4,9,18:55:00,19:10:00,10.724517748045963,15.0,110,5.849736953479616,Normal,Valid
78,33,23,37,6,5,5,14:15:00,14:25:00,6.127835452843913,10.0,50,7.353402543412695,Fast,Valid
79,33,23,3864,6,5,5,14:15:00,14:25:00,6.127835452843913,10.0,50,7.353402543412695,Fast,Valid
80,34,24,38,3,11,13,11:00:00,11:10:00,1.5203573134015245,10.0,95,0.9602256716220156,Normal,Valid
81,34,24,8173,3,11,13,11:00:00,11:10:00,1.5203573134015245,10.0,95,0.9602256716220156,Normal,Valid
82,35,19,39,1,11,1,09:45:00,09:55:00,3.0734537599374083,10.0,55,3.352858647204445,Fast,Valid
83,35,19,3668,1,11,1,09:45:00,09:55:00,3.0734537599374083,10.0,55,3.352858647204445,Fast,Valid
84,36,25,40,2,11,13,08:40:00,08:55:00,3.10513147754577,15.0,55,3.3874161573226584,Fast,Valid
85,36,25,7421,2,11,13,08:40:00,08:55:00,3.10513147754577,15.0,55,3.3874161573226584,Fast,Valid
86,6,26,41,5,3,12,23:00:00,23:10:00,10.86742683448041,10.0,140,4.657468643348747,Slow,Valid
87,6,26,5500,5,3,12,23:00:00,23:10:00,10.86742683448041,10.0,140,4.657468643348747,Slow,Valid
88,24,7,42,4,4,11,17:25:00,17:30:00,10.865464603780305,5.0,33,19.755390188691464,Fast,Valid
89,24,7,5477,4,4,11,17:25:00,17:30:00,10.865464603780305,5.0,33,19.755390188691464,Fast,Valid
90,24,7,7623,4,4,11,17:25:00,17:30:00,10.865464603780305,5.0,33,19.755390188691464,Fast,Valid
91,37,27,43,3,6,1,19:45:00,19:50:00,13.682516298591963,5.0,260,3.15750376121353,Very Slow,Valid
92,37,27,6034,3,6,1,19:45:00,19:50:00,13.682516298591963,5.0,260,3.15750376121353,Very Slow,Valid
93,38,22,44,2,2,4,19:10:00,19:25:00,16.826241648658563,15.0,110,9.1779499901774,Normal,Valid
94,38,22,5292,2,2,4,19:10:00,19:25:00,16.826241648658563,15.0,110,9.1779499901774,Normal,Valid
95,1,10,45,5,11,11,10:55:00,11:00:00,3.0272369309751475,5.0,16,11.352138491156802,Fast,Valid
96,1,10,8891,5,11,11,10:55:00,11:00:00,3.0272369309751475,5.0,16,11.352138491156802,Fast,Valid
97,39,28,46,1,8,8,21:40:00,21:45:00,9.175193844437283,5.0,55,10.009302375749764,Fast,Valid
98,39,28,6055,1,8,8,21:40:00,21:45:00,9.175193844437283,5.0,55,10.009302375749764,Fast,Valid
99,40,1,47,6,7,6,19:00:00,19:15:00,9.315069177421467,15.0,125,4.471233205162304,Slow,Valid
100,40,1,6184,6,7,6,19:00:00,19:15:00,9.315069177421467,15.0,125,4.471233205162304,Slow,Valid
101,40,1,8782,6,7,6,19:00:00,19:15:00,9.315069177421467,15.0,125,4.471233205162304,Slow,Valid
102,41,29,48,4,4,9,16:45:00,16:55:00,6.209021101535329,10.0,130,2.8657020468624594,Slow,Valid
103,41,29,119,4,4,9,16:45:00,16:55:00,6.209021101535329,10.0,130,2.8657020468624594,Slow,Valid
104,42,1,49,1,5,7,11:30:00,11:40:00,1.5203447277394997,10.0,90,1.013563151826333,Normal,Valid
105,42,1,5704,1,5,7,11:30:00,11:40:00,1.5203447277394997,10.0,90,1.013563151826333,Normal,Valid
106,43,23,50,5,4,12,15:10:00,15:15:00,6.037225392444489,5.0,80,4.527919044333366,Normal,Valid
107,43,23,5777,5,4,12,15:10:00,15:15:00,6.037225392444489,5.0,80,4.527919044333366,Normal,Valid
108,43,23,7939,5,4,12,15:10:00,15:15:00,6.037225392444489,5.0,80,4.527919044333366,Normal,Valid
109,27,2,51,2,11,4,22:45:00,22:55:00,17.078665498349924,10.0,115,8.910608086095614,Normal,Valid
110,27,2,494,2,11,4,22:45:00,22:55:00,17.078665498349924,10.0,115,8.910608086095614,Normal,Valid
111,27,2,6909,2,11,4,22:45:00,22:55:00,17.078665498349924,10.0,115,8.910608086095614,Normal,Valid
112,44,10,52,4,3,14,22:10:00,22:25:00,4.717601092054723,15.0,75,3.7740808736437783,Normal,Invalid
113,44,10,288,4,3,14,22:10:00,22:25:00,4.717601092054723,15.0,75,3.7740808736437783,Normal,Invalid
114,44,10,5580,4,3,14,22:10:00,22:25:00,4.717601092054723,15.0,75,3.7740808736437783,Normal,Invalid
115,45,27,53,3,6,13,20:45:00,20:55:00,12.464329297636855,10.0,180,4.154776432545619,Slow,Valid
116,45,27,4823,3,6,13,20:45:00,20:55:00,12.464329297636855,10.0,180,4.154776432545619,Slow,Valid
117,19,4,54,4,3,1,22:50:00,23:05:00,9.12142598198074,15.0,80,6.841069486485556,Normal,Valid
118,19,4,3272,4,3,1,22:50:00,23:05:00,9.12142598198074,15.0,80,6.841069486485556,Normal,Valid
119,13,16,55,1,4,6,17:55:00,18:00:00,14.02323208308413,5.0,95,8.856778157737345,Normal,Valid
120,13,16,1164,1,4,6,17:55:00,18:00:00,14.02323208308413,5.0,95,8.856778157737345,Normal,Valid
121,13,16,8487,1,4,6,17:55:00,18:00:00,14.02323208308413,5.0,95,8.856778157737345,Normal,Valid
122,46,11,56,1,3,9,22:45:00,23:00:00,13.392612276663753,15.0,135,5.952272122961668,Slow,Valid
123,46,11,5099,1,3,9,22:45:00,23:00:00,13.392612276663753,15.0,135,5.952272122961668,Slow,Valid
124,46,11,8092,1,3,9,22:45:00,23:00:00,13.392612276663753,15.0,135,5.952272122961668,Slow,Valid
125,47,30,57,5,2,8,20:35:00,20:50:00,12.58026782240096,15.0,245,3.080881915690031,Very Slow,Invalid
126,47,30,72,5,2,8,20:35:00,20:50:00,12.58026782240096,15.0,245,3.080881915690031,Very Slow,Invalid
127,47,30,229,5,2,8,20:35:00,20:50:00,12.58026782240096,15.0,245,3.080881915690031,Very Slow,Invalid
128,47,30,7521,5,2,8,20:35:00,20:50:00,12.58026782240096,15.0,245,3.080881915690031,Very Slow,Invalid
129,48,4,58,6,11,7,09:25:00,09:40:00,1.4899271643867567,15.0,100,0.8939562986320541,Normal,Valid
130,48,4,312,6,11,7,09:25:00,09:40:00,1.4899271643867567,15.0,100,0.8939562986320541,Normal,Valid
131,48,4,4738,6,11,7,09:25:00,09:40:00,1.4899271643867567,15.0,100,0.8939562986320541,Normal,Valid
132,49,31,59,4,6,3,20:15:00,20:20:00,9.435201537430713,5.0,150,3.774080614972285,Slow,Invalid
133,49,31,160,4,6,3,20:15:00,20:20:00,9.435201537430713,5.0,150,3.774080614972285,Slow,Invalid
134,49,31,3505,4,6,3,20:15:00,20:20:00,9.435201537430713,5.0,150,3.774080614972285,Slow,Invalid
135,50,32,60,3,11,4,22:25:00,22:35:00,11.916582838287255,10.0,90,7.9443885588581695,Normal,Valid
136,50,32,192,3,11,4,22:25:00,22:35:00,11.916582838287255,10.0,90,7.9443885588581695,Normal,Valid
137,32,24,61,1,2,12,21:55:00,22:00:00,4.663566689152346,5.0,110,2.5437636486285524,Normal,Valid
138,32,24,5427,1,2,12,21:55:00,22:00:00,4.663566689152346,5.0,110,2.5437636486285524,Normal,Valid
139,32,24,7766,1,2,12,21:55:00,22:00:00,4.663566689152346,5.0,110,2.5437636486285524,Normal,Valid
140,51,18,62,4,11,7,22:40:00,22:55:00,10.641157729337486,15.0,170,3.7557027280014657,Slow,Valid
141,42,33,63,3,3,9,23:50:00,23:55:00,16.818368923733058,5.0,120,8.409184461866529,Normal,Valid
142,42,33,2890,3,3,9,23:50:00,23:55:00,16.818368923733058,5.0,120,8.409184461866529,Normal,Valid
143,42,33,7294,3,3,9,23:50:00,23:55:00,16.818368923733058,5.0,120,8.409184461866529,Normal,Valid
144,52,34,64,5,7,15,15:25:00,15:40:00,6.128551257918874,15.0,85,4.326036182060382,Normal,Valid
145,52,34,6254,5,7,15,15:25:00,15:40:00,6.128551257918874,15.0,85,4.326036182060382,Normal,Valid
146,53,15,65,3,9,7,10:20:00,10:30:00,2.9962500366667464,10.0,70,2.5682143171429255,Normal,Valid
147,53,15,7351,3,9,7,10:20:00,10:30:00,2.9962500366667464,10.0,70,2.5682143171429255,Normal,Valid
148,54,15,66,2,6,16,20:55:00,21:00:00,7.342175722857832,5.0,150,2.936870289143133,Slow,Valid
149,26,35,67,2,11,11,10:40:00,10:50:00,3.145067434621583,10.0,15,12.580269738486331,Fast,Invalid
150,26,35,480,2,11,11,10:40:00,10:50:00,3.145067434621583,10.0,15,12.580269738486331,Fast,Invalid
151,26,35,6023,2,11,11,10:40:00,10:50:00,3.145067434621583,10.0,15,12.580269738486331,Fast,Invalid
152,55,25,68,5,7,8,15:55:00,16:05:00,6.290134677634678,10.0,80,4.7176010082260085,Normal,Invalid
153,55,25,344,5,7,8,15:55:00,16:05:00,6.290134677634678,10.0,80,4.7176010082260085,Normal,Invalid
154,55,25,1108,5,7,8,15:55:00,16:05:00,6.290134677634678,10.0,80,4.7176010082260085,Normal,Invalid
155,55,25,2978,5,7,8,15:55:00,16:05:00,6.290134677634678,10.0,80,4.7176010082260085,Normal,Invalid
156,46,14,69,4,2,14,20:10:00,20:15:00,13.972123977178395,5.0,180,4.657374659059465,Slow,Valid
157,46,14,3619,4,2,14,20:10:00,20:15:00,13.972123977178395,5.0,180,4.657374659059465,Slow,Valid
158,56,34,70,1,5,3,12:10:00,12:15:00,6.0814407970077005,5.0,90,4.0542938646718,Normal,Valid
159,56,34,3244,1,5,3,12:10:00,12:15:00,6.0814407970077005,5.0,90,4.0542938646718,Normal,Valid
160,56,34,4580,1,5,3,12:10:00,12:15:00,6.0814407970077005,5.0,90,4.0542938646718,Normal,Valid
161,5,36,71,5,7,10,15:30:00,15:45:00,6.080891507841841,15.0,85,4.292394005535417,Normal,Valid
162,5,36,6195,5,7,10,15:30:00,15:45:00,6.080891507841841,15.0,85,4.292394005535417,Normal,Valid
163,57,2,57,3,3,8,22:10:00,22:15:00,12.58026782240096,5.0,75,10.064214257920769,Normal,Invalid
164,57,2,72,3,3,8,22:10:00,22:15:00,12.58026782240096,5.0,75,10.064214257920769,Normal,Invalid
165,57,2,229,3,3,8,22:10:00,22:15:00,12.58026782240096,5.0,75,10.064214257920769,Normal,Invalid
166,57,2,7521,3,3,8,22:10:00,22:15:00,12.58026782240096,5.0,75,10.064214257920769,Normal,Invalid
167,58,29,67,5,3,12,10:35:00,10:45:00,3.145067434621583,10.0,85,2.2200476009093526,Normal,Invalid
168,58,29,480,5,3,12,10:35:00,10:45:00,3.145067434621583,10.0,85,2.2200476009093526,Normal,Invalid
169,58,29,6023,5,3,12,10:35:00,10:45:00,3.145067434621583,10.0,85,2.2200476009093526,Normal,Invalid
170,59,20,73,5,3,7,23:50:00,00:05:00,9.220373067021596,15.0,50,11.064447680425916,Fast,Valid
171,59,20,6320,5,3,7,23:50:00,00:05:00,9.220373067021596,15.0,50,11.064447680425916,Fast,Valid
172,60,21,74,5,6,3,21:10:00,21:25:00,7.8626681674103684,15.0,135,3.494519185515719,Slow,Invalid
173,60,21,999,5,6,3,21:10:00,21:25:00,7.8626681674103684,15.0,135,3.494519185515719,Slow,Invalid
174,60,21,1058,5,6,3,21:10:00,21:25:00,7.8626681674103684,15.0,135,3.494519185515719,Slow,Invalid
175,61,18,75,3,6,15,20:25:00,20:40:00,13.969606427684226,15.0,185,4.530683165735424,Very Slow,Valid
176,61,18,3830,3,6,15,20:25:00,20:40:00,13.969606427684226,15.0,185,4.530683165735424,Very Slow,Valid
177,46,32,76,5,2,2,20:50:00,21:00:00,13.97320677313832,10.0,220,3.8108745744922694,Very Slow,Valid
178,46,32,4259,5,2,2,20:50:00,21:00:00,13.97320677313832,10.0,220,3.8108745744922694,Very Slow,Valid
179,62,1,77,6,12,6,12:35:00,12:45:00,6.058853851668898,10.0,140,2.596651650715242,Slow,Valid
180,62,1,6356,6,12,6,12:35:00,12:45:00,6.058853851668898,10.0,140,2.596651650715242,Slow,Valid
181,63,16,78,4,2,8,21:00:00,21:15:00,17.07799287216156,15.0,210,4.879426534903303,Very Slow,Valid
182,63,16,7823,4,2,8,21:00:00,21:15:00,17.07799287216156,15.0,210,4.879426534903303,Very Slow,Valid
183,64,37,34,6,3,3,23:40:00,23:55:00,17.29786575291325,15.0,125,8.302975561398359,Slow,Invalid
184,64,37,79,6,3,3,23:40:00,23:55:00,17.29786575291325,15.0,125,8.302975561398359,Slow,Invalid
185,64,37,3479,6,3,3,23:40:00,23:55:00,17.29786575291325,15.0,125,8.302975561398359,Slow,Invalid
186,64,37,6240,6,3,3,23:40:00,23:55:00,17.29786575291325,15.0,125,8.302975561398359,Slow,Invalid
187,65,17,80,4,7,9,18:15:00,18:20:00,17.07287190639919,5.0,195,5.253191355815135,Very Slow,Valid
188,65,17,2193,4,7,9,18:15:00,18:20:00,17.07287190639919,5.0,195,5.253191355815135,Very Slow,Valid
189,65,17,4450,4,7,9,18:15:00,18:20:00,17.07287190639919,5.0,195,5.253191355815135,Very Slow,Valid
190,65,17,8271,4,7,9,18:15:00,18:20:00,17.07287190639919,5.0,195,5.253191355815135,Very Slow,Valid
191,66,17,63,2,4,2,18:20:00,18:25:00,16.818368923733058,5.0,100,10.091021354239833,Normal,Valid
192,66,17,2890,2,4,2,18:20:00,18:25:00,16.818368923733058,5.0,100,10.091021354239833,Normal,Valid
193,66,17,7294,2,4,2,18:20:00,18:25:00,16.818368923733058,5.0,100,10.091021354239833,Normal,Valid
194,67,28,81,2,1,13,11:45:00,11:50:00,2.9795028505763823,5.0,155,1.1533559421585995,Slow,Valid
195,67,28,3430,2,1,13,11:45:00,11:50:00,2.9795028505763823,5.0,155,1.1533559421585995,Slow,Valid
196,67,28,6013,2,1,13,11:45:00,11:50:00,2.9795028505763823,5.0,155,1.1533559421585995,Slow,Valid
197,68,29,82,2,6,14,20:45:00,20:55:00,9.22086597503729,10.0,65,8.511568592342114,Normal,Valid
198,68,29,2384,2,6,14,20:45:00,20:55:00,9.22086597503729,10.0,65,8.511568592342114,Normal,Valid
199,68,29,4201,2,6,14,20:45:00,20:55:00,9.22086597503729,10.0,65,8.511568592342114,Normal,Valid
200,69,38,83,2,6,14,21:55:00,22:10:00,7.66133113422064,15.0,140,3.283427628951703,Slow,Valid
201,69,38,7118,2,6,14,21:55:00,22:10:00,7.66133113422064,15.0,140,3.283427628951703,Slow,Valid
202,50,15,84,6,5,6,12:45:00,12:50:00,6.175516093406556,5.0,95,3.900325953730457,Normal,Valid
203,50,15,6894,6,5,6,12:45:00,12:50:00,6.175516093406556,5.0,95,3.900325953730457,Normal,Valid
204,70,39,85,5,3,13,23:30:00,23:45:00,12.209856560906877,15.0,210,3.4885304459733932,Very Slow,Valid
205,70,39,2838,5,3,13,23:30:00,23:45:00,12.209856560906877,15.0,210,3.4885304459733932,Very Slow,Valid
206,71,13,86,5,3,2,10:50:00,10:55:00,1.5526813140975844,5.0,115,0.8100945986596092,Normal,Valid
207,71,13,3708,5,3,2,10:50:00,10:55:00,1.5526813140975844,5.0,115,0.8100945986596092,Normal,Valid
208,71,13,5696,5,3,2,10:50:00,10:55:00,1.5526813140975844,5.0,115,0.8100945986596092,Normal,Valid
209,72,40,87,2,6,4,21:25:00,21:40:00,16.902806732498597,15.0,195,5.200863609999568,Very Slow,Valid
210,72,40,8672,2,6,4,21:25:00,21:40:00,16.902806732498597,15.0,195,5.200863609999568,Very Slow,Valid
211,5,19,88,2,3,10,10:10:00,10:20:00,1.5093577696342253,10.0,125,0.7244917294244282,Slow,Valid
212,5,19,2733,2,3,10,10:10:00,10:20:00,1.5093577696342253,10.0,125,0.7244917294244282,Slow,Valid
213,62,37,89,3,11,1,23:00:00,23:05:00,6048.631240095336,5.0,75,4838.904992076269,Normal,Valid
214,30,5,90,4,11,12,08:40:00,08:55:00,3.0251186390180176,15.0,75,2.420094911214414,Normal,Valid
215,30,5,4141,4,11,12,08:40:00,08:55:00,3.0251186390180176,15.0,75,2.420094911214414,Normal,Valid
216,30,5,6766,4,11,12,08:40:00,08:55:00,3.0251186390180176,15.0,75,2.420094911214414,Normal,Valid
217,73,7,91,1,10,14,17:50:00,17:55:00,13.407092693002163,5.0,75,10.72567415440173,Normal,Valid
218,73,7,3301,1,10,14,17:50:00,17:55:00,13.407092693002163,5.0,75,10.72567415440173,Normal,Valid
219,73,7,8382,1,10,14,17:50:00,17:55:00,13.407092693002163,5.0,75,10.72567415440173,Normal,Valid
220,44,26,92,2,6,2,20:25:00,20:40:00,16.721976048741656,15.0,75,13.377580838993325,Normal,Valid
221,44,26,3821,2,6,2,20:25:00,20:40:00,16.721976048741656,15.0,75,13.377580838993325,Normal,Valid
222,74,19,93,1,3,10,22:20:00,22:25:00,7.772343594464188,5.0,90,5.181562396309459,Normal,Valid
223,74,19,8019,1,3,10,22:20:00,22:25:00,7.772343594464188,5.0,90,5.181562396309459,Normal,Valid
224,49,27,94,3,9,1,23:40:00,23:50:00,13.773737657079213,10.0,145,5.699477651205191,Slow,Valid
225,49,27,7546,3,9,1,23:40:00,23:50:00,13.773737657079213,10.0,145,5.699477651205191,Slow,Valid
226,7,5,95,5,3,6,23:25:00,23:30:00,7.790158927085036,5.0,100,4.674095356251022,Normal,Valid
227,7,5,3404,5,3,6,23:25:00,23:30:00,7.790158927085036,5.0,100,4.674095356251022,Normal,Valid
228,7,5,8104,5,3,6,23:25:00,23:30:00,7.790158927085036,5.0,100,4.674095356251022,Normal,Valid
229,75,31,96,4,5,16,12:40:00,12:55:00,6.217834398579603,15.0,195,1.91317981494757,Very Slow,Valid
230,75,31,4595,4,5,16,12:40:00,12:55:00,6.217834398579603,15.0,195,1.91317981494757,Very Slow,Valid
231,53,6,97,6,3,3,23:30:00,23:45:00,16.852834881459735,15.0,95,10.643895714606147,Normal,Valid
232,53,6,2498,6,3,3,23:30:00,23:45:00,16.852834881459735,15.0,95,10.643895714606147,Normal,Valid
233,50,4,98,4,11,11,23:55:00,00:10:00,4.610035602261126,15.0,19,14.558007165035136,Fast,Valid
234,50,4,5608,4,11,11,23:55:00,00:10:00,4.610035602261126,15.0,19,14.558007165035136,Fast,Valid
235,26,14,99,6,3,2,22:50:00,23:00:00,19.87987067737402,10.0,85,14.032849889911073,Normal,Valid
236,26,14,6557,6,3,2,22:50:00,23:00:00,19.87987067737402,10.0,85,14.032849889911073,Normal,Valid
237,26,14,7539,6,3,2,22:50:00,23:00:00,19.87987067737402,10.0,85,14.032849889911073,Normal,Valid
238,26,14,8212,6,3,2,22:50:00,23:00:00,19.87987067737402,10.0,85,14.032849889911073,Normal,Valid
239,76,13,100,2,3,12,10:25:00,10:40:00,1.5580833985943423,15.0,75,1.246466718875474,Normal,Valid
